topic,placeId,placeName,placeType,fips,region,date,body,confidence,sourceType,vendors,matchedTerms,tags,excerpt,sourceUrl
land-use,dekalb,DeKalb County,county,13089,Atlanta Regional Commission,2026-07-07,Planning Commission,high,legistar,,apartment; land use permit; land use plan; mixed-use; rezon; slup; special land use; townhome,comprehensive-plan; development; rezoning; special-land-use,"COMMISSION DISTRICT(S): 3 and 6 Application of the Director of Planning & Sustainability to amend the land use plan from Light Industrial (LIND) character area to Suburban (SUB) character area, at 1670 Henrico Road. Ordinance",https://dekalbcountyga.legistar.com/MeetingDetail.aspx?LEGID=4532&GID=570&G=38B42E79-166F-4337-AE30-3665ECD50E7A
land-use,dekalb,DeKalb County,county,13089,Atlanta Regional Commission,2026-07-07,Board of Commissioners,high,legistar,,land use permit; special land use,special-land-use,"… 7-3.39 to update the Bouldercrest-Cedar Grove-Moreland Overlay District to allow limited office uses, when subject to a Special Land Use Permit and additional criteria with Tier V of the overlay. Ordinance",https://dekalbcountyga.legistar.com/MeetingDetail.aspx?LEGID=4480&GID=570&G=38B42E79-166F-4337-AE30-3665ECD50E7A
land-use,coweta,Coweta County,county,13077,,2026-07-07,Board of Commissioners,high,ocr,,rezon; subdivision,development; rezoning,,"https://cowetacoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=3517,plainText=false)"
land-use,columbia,Columbia County,county,13073,Central Savannah River Area,2026-07-07,Board of Commission,high,ocr,,variance,variance,,"https://columbiacoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=13685,plainText=false)"
land-use,cobb,Cobb County,county,13067,Atlanta Regional Commission,2026-07-07,Planning Commission,high,ocr,,land use permit; slup,special-land-use,,"https://cobbcoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=9032,plainText=false)"
land-use,cherokee,Cherokee County,county,13057,Atlanta Regional Commission,2026-07-07,Planning Commission,high,granicus,,rezon; subdivision; variance,development; rezoning; variance,"… Co., LLC (BOC Dist. 4). Applicant is requesting to rezone 2.0 +/- acres from R-40 to R-20 for a four-lot single family subdivision. 2.2 Case #26-07-014 - E. Benson Chambers for M&A Backyard Solutions (BOC Dist. 1). Applicant is requesting a Special U …",https://cherokeega.granicus.com/AgendaViewer.php?view_id=1&clip_id=1571
land-use,cherokee,Cherokee County,county,13057,Atlanta Regional Commission,2026-07-07,Board of Commissioners,high,granicus,,comprehensive plan; rezon; subdivision; variance; warehouse,comprehensive-plan; development; rezoning; variance,"… doption of the Bells Ferry LCI Plan Update. Consider adoption of the Bells Ferry LCI Plan Update as an amendment to the Comprehensive Plan. 9. PUBLIC COMMENT 10. PLANNING AND ZONING 10.1 Case #26-06-011 - J. Ethan Underwood for TJDJ Enterprises, LLC (BOC Dis …",https://cherokeega.granicus.com/AgendaViewer.php?view_id=1&clip_id=1569
land-use,carroll,Carroll County,county,13045,Broader Metropolitan Statistical Area,2026-07-07,Board of Commissioners,high,ocr,,annex; rezon,annexation; rezoning,,"https://carrollcoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2961,plainText=false)"
land-use,banks,Banks County,county,13011,,2026-07-07,Planning Commission,high,ocr,,annex; conditional use; rezon; subdivision,annexation; development; rezoning; special-land-use,,https://mccmeetings.blob.core.usgovcloudapi.net/banksctyga-pubu/MEET-Agenda-7aedb066c1e0430abeede74b0461d1c3.pdf
land-use,hall,Hall County,county,13139,Northeast Georgia,2026-07-06,Board of Commissioners,high,ocr,,variance,variance,,https://nyc3.digitaloceanspaces.com/hall-county-agenda-pub/media/pdfs/agenda-list-MG-326-ws-20260702155907715213.pdf
land-use,columbia,Columbia County,county,13073,Central Savannah River Area,2026-07-02,Planning Commission,high,ocr,,variance,variance,,"https://columbiacoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=13672,plainText=false)"
land-use,clarke,Athens-Clarke County,county,13059,Northeast Georgia,2026-07-02,Planning Commission,high,ocr,,future land use; rezon; variance,comprehensive-plan; rezoning; variance,,https://www.accgov.com/AgendaCenter/ViewFile/Agenda/_07022026-2987
land-use,banks,Banks County,county,13011,,2026-06-30,Board of Commissioners,high,ocr,,annex,annexation,,https://mccmeetings.blob.core.usgovcloudapi.net/banksctyga-pubu/MEET-Agenda-d50928b16be7408286ecc2d7e4daba65.pdf
land-use,muscogee,Columbus-Muscogee County,county,13215,West Georgia,2026-06-29,Zoning Committee,high,ocr,,apartment; rezon; variance,development; rezoning; variance,,https://legistar3.granicus.com/Columbus/meetings/2026/6/6194_A_Zoning_Committee_26-06-29_Agenda.pdf
land-use,muscogee,Columbus-Muscogee County,county,13215,West Georgia,2026-06-29,City Council,high,ocr,,annex; apartment; townhome; warehouse,annexation; development,,https://legistar3.granicus.com/Columbus/meetings/2026/6/6195_A_Columbus_City_Council_26-06-29_Agenda.pdf
land-use,chatham,Chatham County,county,13051,Coastal Georgia,2026-06-26,Board of Commissioners,high,ocr,,multi-family; rezon,development; rezoning,,https://chathamcountyga.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=1740&Inline=True
land-use,hall,Hall County,county,13139,Northeast Georgia,2026-06-25,Board of Commissioners,high,ocr,,comprehensive plan; rezon; subdivision; variance,comprehensive-plan; development; rezoning; variance,,https://nyc3.digitaloceanspaces.com/hall-county-agenda-pub/media/pdfs/agenda-list-MG-325-vm-20260625155743952671.pdf
land-use,coweta,Coweta County,county,13077,,2026-06-25,Board of Zoning Appeals,high,ocr,,conditional use; variance,special-land-use; variance,,"https://cowetacoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=3501,plainText=false)"
land-use,banks,Banks County,county,13011,,2026-06-25,Board of Commissioners,high,ocr,,annex,annexation,,https://mccmeetings.blob.core.usgovcloudapi.net/banksctyga-pubu/MEET-Agenda-17878cdd6655443bb3bfb5d6c0411014.pdf
land-use,socialcircle,City of Social Circle,city,,Broader Metropolitan Statistical Area,2026-06-23,Planning Commission,high,ocr,,annex; comprehensive plan; future land use; rezon; warehouse,annexation; comprehensive-plan; development; rezoning,,https://socialcirclecityga.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2144&Inline=True
land-use,paulding,Paulding County,county,13223,Atlanta Regional Commission,2026-06-23,Board of Commissioners Work Session,high,ocr,,rezon; variance,rezoning; variance,,https://mccmeetings.blob.core.usgovcloudapi.net/pauldingga-pubu/MEET-Agenda-697c3fb244314fa4bb0bc05ca489576f.pdf
land-use,paulding,Paulding County,county,13223,Atlanta Regional Commission,2026-06-23,Board of Commissioners Board Meeting,high,ocr,,rezon; variance,rezoning; variance,,https://mccmeetings.blob.core.usgovcloudapi.net/pauldingga-pubu/MEET-Agenda-b503389bc6cc4d04944776b3feda712d.pdf
land-use,newton,Newton County,county,13217,Broader Metropolitan Statistical Area,2026-06-23,Planning Commission,high,ocr,,conditional use; future land use; rezon,comprehensive-plan; rezoning; special-land-use,,https://www.newtoncountyga.gov/AgendaCenter/ViewFile/Agenda/_06232026-976
land-use,newton,Newton County,county,13217,Broader Metropolitan Statistical Area,2026-06-23,Planning Commission,high,ocr,,conditional use; future land use; rezon,comprehensive-plan; rezoning; special-land-use,,https://www.newtoncountyga.gov/AgendaCenter/ViewFile/Agenda/_06232026-975
land-use,gwinnett,Gwinnett County,county,13135,Atlanta Regional Commission,2026-06-23,Board of Commissioners,high,ocr,,rezon; subdivision; variance,development; rezoning; variance,,https://www.gwinnettcounty.com/static/upload/bac/52/20260623/a_62474_2026.06.23___Public_Hearing_Agenda.pdf
land-use,dekalb,DeKalb County,county,13089,Atlanta Regional Commission,2026-06-23,Board of Commissioners,high,legistar,,annex; land use permit; multifamily; rezon; special land use,annexation; development; rezoning; special-land-use,"… ewide Contract). For use by the Department of Facilities Management (FM) to obtain construction services for the Maloof Annex Auditorium. Seeking increase in contract funds and term through December 31, 2026 and ratifying previously provided con …",https://dekalbcountyga.legistar.com/MeetingDetail.aspx?LEGID=4479&GID=570&G=38B42E79-166F-4337-AE30-3665ECD50E7A
land-use,cobb,Cobb County,county,13067,Atlanta Regional Commission,2026-06-23,Board of Commissioners,high,ocr,,annex,annexation,,"https://cobbcoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=9011,plainText=false)"
land-use,banks,Banks County,county,13011,,2026-06-23,Board of Commissioners,high,ocr,,annex,annexation,,https://mccmeetings.blob.core.usgovcloudapi.net/banksctyga-pubu/MEET-Agenda-177c9ab77e884a9988db40933ff7a945.pdf
land-use,muscogee,Columbus-Muscogee County,county,13215,West Georgia,2026-06-22,Zoning Committee,high,ocr,,apartment; rezon; variance,development; rezoning; variance,,https://legistar3.granicus.com/Columbus/meetings/2026/6/6192_A_Zoning_Committee_26-06-22_Agenda.pdf
land-use,muscogee,Columbus-Muscogee County,county,13215,West Georgia,2026-06-22,City Council,high,ocr,,annex; apartment; rezon; subdivision; townhome; variance,annexation; development; rezoning; variance,,https://legistar3.granicus.com/Columbus/meetings/2026/6/6193_A_Columbus_City_Council_26-06-22_Agenda.pdf
land-use,hall,Hall County,county,13139,Northeast Georgia,2026-06-22,Board of Commissioners,high,ocr,,comprehensive plan; rezon; subdivision; variance,comprehensive-plan; development; rezoning; variance,,https://nyc3.digitaloceanspaces.com/hall-county-agenda-pub/media/pdfs/agenda-list-MG-325-ws-20260622172235680233.pdf
land-use,forsyth,Forsyth County,county,13117,Atlanta Regional Commission,2026-06-18,Board of Commissioners,high,ocr,,conditional use; rezon; variance,rezoning; special-land-use; variance,,"https://forsythcoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=5174,plainText=false)"
land-use,dekalb,DeKalb County,county,13089,Atlanta Regional Commission,2026-06-18,Committee of the Whole,high,legistar,,annex; land use permit; multifamily; rezon; special land use,annexation; development; rezoning; special-land-use,"… ewide Contract). For use by the Department of Facilities Management (FM) to obtain construction services for the Maloof Annex Auditorium. Seeking increase in contract funds and term through December 31, 2026 and ratifying previously provided con …",https://dekalbcountyga.legistar.com/MeetingDetail.aspx?LEGID=4477&GID=570&G=38B42E79-166F-4337-AE30-3665ECD50E7A
land-use,columbia,Columbia County,county,13073,Central Savannah River Area,2026-06-18,Planning Commission,high,ocr,,variance,variance,,"https://columbiacoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=13644,plainText=false)"
land-use,barrow,Barrow County,county,13013,Broader Metropolitan Statistical Area,2026-06-18,Planning Commission,high,granicus,,future land use; rezon; subdivision; townhome; variance,comprehensive-plan; development; rezoning; variance,"… Group LLC, Laverne Harwell, Neal & Glenese Holliday, Stephen Butler & Stacie Holiday, Stephen & Candis Hayes / Owners; Future Land Use Map amendment (FLUM) to Low Intensity Workplace. Rezone ± 203.78 acres from AG (Agriculture) and AR (Agriculture Reside …",https://barrowga.granicus.com/AgendaViewer.php?view_id=1&clip_id=1134
land-use,banks,Banks County,county,13011,,2026-06-18,Board of Commissioners,high,ocr,,annex,annexation,,https://mccmeetings.blob.core.usgovcloudapi.net/banksctyga-pubu/MEET-Agenda-d1100b643c514625ad93946901b84508.pdf
land-use,fulton,Fulton County,county,13121,Atlanta Regional Commission,2026-06-17,Board of Commissioners,high,legistar,,multifamily; subdivision,development,"… ntenance, and Land Use Agreement for Private Improvement (Indemnification Agreement) between Fulton County, a political subdivision of the State of Georgia, and Toll Southeast LP Company, Inc., owner, for the purpose of granting conditional approval t …",https://fulton.legistar.com/MeetingDetail.aspx?LEGID=6388&GID=817&G=197058BF-F352-4423-BE44-04DFABBD8188
land-use,walton,Walton County,county,13297,Broader Metropolitan Statistical Area,2026-06-16,Board of Appeals,high,ocr,,variance,variance,,https://mccmeetings.blob.core.usgovcloudapi.net/waltonco-pubu/MEET-Agenda-4563e92ef2b44847897050b16281939f.pdf
land-use,newton,Newton County,county,13217,Broader Metropolitan Statistical Area,2026-06-16,Board of Commissioners,high,ocr,,rezon,rezoning,,https://www.newtoncountyga.gov/AgendaCenter/ViewFile/Agenda/_06162026-973
land-use,henry,Henry County,county,13151,Atlanta Regional Commission,2026-06-16,Board of Commissioners,high,ocr,,subdivision,development,,"https://henrycoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2566,plainText=false)"
land-use,coweta,Coweta County,county,13077,,2026-06-16,Board of Commissioners,high,ocr,,rezon; variance,rezoning; variance,,"https://cowetacoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=3495,plainText=false)"
land-use,cobb,Cobb County,county,13067,Atlanta Regional Commission,2026-06-16,Board of Commissioners,high,ocr,,rezon; slup; variance,rezoning; special-land-use; variance,,"https://cobbcoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=8981,plainText=false)"
land-use,clayton,Clayton County,county,13063,Atlanta Regional Commission,2026-06-16,Board of Commissioners,high,ocr,,comprehensive plan; conditional use; future land use; mixed use; mixed-use; rezon; townhome; warehouse,comprehensive-plan; development; rezoning; special-land-use,,https://claytoncountyga.primegov.com/Public/CompiledDocument?meetingTemplateId=5367&compileOutputType=1
land-use,cherokee,Cherokee County,county,13057,Atlanta Regional Commission,2026-06-16,Board of Commissioners,high,granicus,,annex; comprehensive plan; mixed-use; multi-family; rezon; variance,annexation; comprehensive-plan; development; rezoning; variance,… its the use of the property for a restaurant use only. 9. PUBLIC COMMENT 10. PLANNING AND ZONING 10.1 City of Woodstock Annexation - 200 Dupree Road. Consider annexation request from the City of Woodstock for A#132-26 - 200 Dupree Road. 10.2 Cit …,https://cherokeega.granicus.com/AgendaViewer.php?view_id=1&clip_id=1560
land-use,carroll,Carroll County,county,13045,Broader Metropolitan Statistical Area,2026-06-16,Planning & Zoning,high,ocr,,rezon,rezoning,,"https://carrollcoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=2930,plainText=false)"
land-use,bibb,Macon-Bibb County,county,13021,Middle Georgia,2026-06-16,Board of Commissioners,high,ocr,,apartment; multifamily; subdivision,development,,"https://maconbibbcoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=3599,plainText=false)"
land-use,bibb,Macon-Bibb County,county,13021,Middle Georgia,2026-06-16,Board of Commissioners,high,ocr,,apartment; multifamily; subdivision,development,,"https://maconbibbcoga.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=3600,plainText=false)"
land-use,baldwin,Baldwin County,county,13009,,2026-06-16,Board of Commissioners,high,ocr,,multi-family,development,,https://mccmeetings.blob.core.usgovcloudapi.net/baldwincga-pubu/MEET-Agenda-f5ac1a7e0b244f5fa4abfc600309eef5.pdf
land-use,newton,Newton County,county,13217,Broader Metropolitan Statistical Area,2026-06-15,Planning Commission,high,ocr,,conditional use; future land use; rezon,comprehensive-plan; rezoning; special-land-use,,https://www.newtoncountyga.gov/AgendaCenter/ViewFile/Agenda/_06152026-974
land-use,newton,Newton County,county,13217,Broader Metropolitan Statistical Area,2026-06-15,Planning Commission,high,ocr,,conditional use; future land use; rezon,comprehensive-plan; rezoning; special-land-use,,https://www.newtoncountyga.gov/AgendaCenter/ViewFile/Agenda/_06152026-971
